1.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
