1.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
